url,состояние,причина,клики,показы,позиция,google_canonical,последний_обход
https://www.signmypdf.io/blog/sign-promissory-note-online,URL is unknown to Google,Google не знает этот URL,0,0,,,
https://www.signmypdf.io/blog/sign-release-of-liability-online,URL is unknown to Google,Google не знает этот URL,0,0,,,
https://www.signmypdf.io/blog/sign-settlement-agreement-online,URL is unknown to Google,Google не знает этот URL,0,0,,,
https://www.signmypdf.io/blog/sign-termination-letter-online,URL is unknown to Google,Google не знает этот URL,0,0,,,
https://www.signmypdf.io/blog/sign-vendor-agreement-online,URL is unknown to Google,Google не знает этот URL,0,0,,,
https://www.signmypdf.io/blog/small-business-document-signing,Submitted and indexed,,0,0,,https://www.signmypdf.io/blog/small-business-document-signing,2026-05-30
https://www.signmypdf.io/blog/smallpdf-vs-ilovepdf-vs-signmypdf-protection,URL is unknown to Google,Google не знает этот URL,0,0,,,
https://www.signmypdf.io/blog/stop-pdf-from-being-forwarded,URL is unknown to Google,Google не знает этот URL,0,0,,,
https://www.signmypdf.io/blog/teachers-protect-exam-pdfs,URL is unknown to Google,Google не знает этот URL,0,0,,,
https://www.signmypdf.io/fill,Alternate page with proper canonical tag,Вариант страницы с тегом canonical,0,0,,https://signmypdf.io/fill,2026-04-23
